case,pa_x_cm,pa_y_cm,pa_z_cm,va_x_cms,va_y_cms,va_z_cms,pb_x_cm,pb_y_cm,pb_z_cm,vb_x_cms,vb_y_cms,vb_z_cms,safety_cm,horizon_ms,expected_risk,expected_tcpa_ms,expected_dcpa_cm,telemetry_a_hex,telemetry_b_hex
9949,185,11547,-670,-1997,-235,-1651,-5444,-9359,-764,-1385,-608,808,675,5375,0,,21650,d70201000500000126dd000000000000000000b900002d1bfffffd62f833ff15f98dc67c,d70201000500000226dd000000000000ffffeabcffffdb71fffffd04fa97fda00328a17a
9950,1652,7629,-15296,-473,1751,1156,-18616,4480,3396,-850,-1393,-1726,521,7537,0,1982,26421,d70201000500000126de0000000000000000067400001dcdffffc440fe2706d704845529,d70201000500000226de000000000000ffffb7480000118000000d44fcaefa8ff942746f
9951,-9993,300,-16468,-359,1256,1581,17713,-19269,5005,-1184,-1244,-883,489,12352,0,2065,39449,d70201000500000126df000000000000ffffd8f70000012cffffbfacfe9904e8062d81ec,d70201000500000226df00000000000000004531ffffb4bb0000138dfb60fb24fc8dc52b
9952,7231,-7649,1343,-1684,-1326,146,-9158,3585,12948,-1121,-921,1890,863,6315,0,,23010,d70201000500000126e000000000000000001c3fffffe21f0000053ff96cfad20092daa1,d70201000500000226e0000000000000ffffdc3a00000e0100003294fb9ffc670762a099
9953,5201,4147,-9493,330,443,-702,-16630,6721,8896,-1078,226,-1120,426,5043,0,,28659,d70201000500000126e10000000000000000145100001033ffffdaeb014a01bbfd42edb0,d70201000500000226e1000000000000ffffbf0a00001a41000022c0fbca00e2fba0e564
9954,-3687,4113,5719,-1008,1884,-187,3865,5365,8684,968,1623,1182,935,13632,0,,8209,d70201000500000126e2000000000000fffff1990000101100001657fc10075cff451cf5,d70201000500000226e200000000000000000f19000014f5000021ec03c80657049e538e
9955,5757,-9787,5522,-256,143,1505,2466,-5587,5065,817,1171,-1240,944,8053,0,,5355,d70201000500000126e30000000000000000167dffffd9c500001592ff00008f05e1a826,d70201000500000226e3000000000000000009a2ffffea2d000013c903310493fb28a2f0
9956,4169,-7746,19248,-651,-847,1909,1107,6021,3755,-1468,150,-907,618,5013,0,,20950,d70201000500000126e400000000000000001049ffffe1be00004b30fd75fcb1077525ae,d70201000500000226e4000000000000000004530000178500000eabfa440096fc752f93
9957,-16015,16095,-8102,372,-42,395,-19005,-12637,-8374,-1714,-803,63,787,8918,0,,28888,d70201000500000126e5000000000000ffffc17100003edfffffe05a0174ffd6018bf2b6,d70201000500000226e5000000000000ffffb5c3ffffcea3ffffdf4af94efcdd003f6015
9958,5958,7336,-18834,1398,-934,35,18098,-10474,2157,1492,934,-882,571,6716,0,11840,17230,d70201000500000126e60000000000000000174600001ca8ffffb66e0576fc5a00230cb7,d70201000500000226e6000000000000000046b2ffffd7160000086d05d403a6fc8e7a6c
9959,-17214,7177,-343,-597,183,-1884,-19616,16119,-10039,375,1051,-637,868,10930,0,2048,12887,d70201000500000126e7000000000000ffffbcc200001c09fffffea9fdab00b7f8a4cb19,d70201000500000226e7000000000000ffffb36000003ef7ffffd8c90177041bfd83c72d
9960,-19713,4630,12354,1203,569,-210,7264,-13709,-18794,1820,-1446,386,230,7602,0,,45102,d70201000500000126e8000000000000ffffb2ff000012160000304204b30239ff2e4c1f,d70201000500000226e800000000000000001c60ffffca73ffffb696071cfa5a01827866
9961,1031,-3276,-18376,-1490,1068,443,13849,8996,19217,-841,-1350,-55,603,10190,0,6150,38492,d70201000500000126e900000000000000000407fffff334ffffb838fa2e042c01bbddf9,d70201000500000226e9000000000000000036190000232400004b11fcb7fabaffc97f1f
9962,-11583,-12149,18063,-1557,-1783,-280,-3527,19818,-14363,-1832,1709,-1466,219,1311,0,,46241,d70201000500000126ea000000000000ffffd2c1ffffd08b0000468ff9ebf909fee8aaf9,d70201000500000226ea000000000000fffff23900004d6affffc7e5f8d806adfa46c9e5
9963,19014,19015,-18093,-344,-1880,-1681,-2381,-15695,-11082,-1315,1740,-1490,973,14682,0,7352,30830,d70201000500000126eb00000000000000004a4600004a47ffffb953fea8f8a8f96f7e9a,d70201000500000226eb000000000000fffff6b3ffffc2b1ffffd4b6fadd06ccfa2e4e25
9964,10891,-5792,-14080,-249,539,-628,11372,7478,-4327,-867,542,-1354,741,7111,0,8073,14567,d70201000500000126ec00000000000000002a8bffffe960ffffc900ff07021bfd8c224c,d70201000500000226ec00000000000000002c6c00001d36ffffef19fc9d021efab680d8
9965,-656,13315,14078,1975,-889,1887,-1986,-12240,-359,1240,1219,-265,669,9072,0,2270,28525,d70201000500000126ed000000000000fffffd7000003403000036fe07b7fc87075f0300,d70201000500000226ed000000000000fffff83effffd030fffffe9904d804c3fef75f48
9966,-3644,-16334,15559,1889,940,-399,-18686,-3522,-18422,531,-1923,1951,694,9592,0,6175,30848,d70201000500000126ee000000000000fffff1c4ffffc03200003cc7076103acfe71a52f,d70201000500000226ee000000000000ffffb702fffff23effffb80a0213f87d079f2134
9967,13070,14143,-2893,1287,1294,-1404,-5,10425,8953,766,1953,-68,288,8749,0,,18030,d70201000500000126ef0000000000000000330e0000373ffffff4b30507050efa84b820,d70201000500000226ef000000000000fffffffb000028b9000022f902fe07a1ffbc01bc
9968,17077,9079,12124,-1547,363,-546,-4266,-5903,12765,-639,-92,-1512,517,10011,0,6710,24330,d70201000500000126f0000000000000000042b50000237700002f5cf9f5016bfdde12bb,d70201000500000226f0000000000000ffffef56ffffe8f1000031ddfd81ffa4fa1892b4
9969,-19540,-10841,8685,160,-1402,488,-16258,6075,15239,-1445,-1009,1469,498,11355,0,,18435,d70201000500000126f1000000000000ffffb3acffffd5a7000021ed00a0fa8601e8d0c7,d70201000500000226f1000000000000ffffc07e000017bb00003b87fa5bfc0f05bd8186
9970,-3447,-13570,-15650,1488,1281,1457,13050,1676,-10863,1878,1505,-1972,701,11942,0,549,22888,d70201000500000126f2000000000000fffff289ffffcafeffffc2de05d0050105b1a95d,d70201000500000226f2000000000000000032fa0000068cffffd591075605e1f84cacc3
9971,1875,9087,-14823,1935,1070,1026,5077,13875,-6855,-597,-602,212,595,14993,0,2290,6702,d70201000500000126f3000000000000000007530000237fffffc619078f042e04022096,d70201000500000226f3000000000000000013d500003633ffffe539fdabfda600d46229
9972,18990,19678,-1662,-1786,-1053,323,5965,-7727,-437,-1848,699,-137,412,12124,0,14542,15083,d70201000500000126f400000000000000004a2e00004cdefffff982f906fbe30143b6f3,d70201000500000226f40000000000000000174dffffe1d1fffffe4bf8c802bbff77465c
9973,-3808,-19629,13855,893,-855,666,-3737,16584,1741,27,255,-1817,244,3092,0,,38185,d70201000500000126f5000000000000fffff120ffffb3530000361f037dfca9029ac274,d70201000500000226f5000000000000fffff167000040c8000006cd001b00fff8e7398e
9974,-4600,-521,-913,-1887,1078,-1849,-3252,-5030,-11253,523,459,-169,942,10428,0,1257,10715,d70201000500000126f6000000000000ffffee08fffffdf7fffffc6ff8a10436f8c77bde,d70201000500000226f6000000000000fffff34cffffec5affffd40b020b01cbff57b8b1
9975,-8618,9210,-15684,-1126,990,-1170,-8365,-12031,141,1647,-903,657,132,5273,0,,26489,d70201000500000126f7000000000000ffffde56000023faffffc2bcfb9a03defb6e5ae9,d70201000500000226f7000000000000ffffdf53ffffd1010000008d066ffc790291122e
9976,11429,11973,16902,-986,-1896,-656,5608,-10693,-19799,-1191,701,-1670,574,10589,0,2618,42907,d70201000500000126f800000000000000002ca500002ec500004206fc26f898fd7053ae,d70201000500000226f8000000000000000015e8ffffd63bffffb2a9fb5902bdf97ad11a
9977,19177,-18618,-9126,1285,-793,518,-16628,-7732,-10647,1243,763,-56,732,2563,0,,37454,d70201000500000126f900000000000000004ae9ffffb746ffffdc5a0505fce702064cca,d70201000500000226f9000000000000ffffbf0cffffe1ccffffd66904db02fbffc8b811
9978,8524,18257,-7201,-759,-1304,1873,18985,-12568,7038,1520,-175,230,753,14950,0,3747,33669,d70201000500000126fa0000000000000000214c00004751ffffe3dffd09fae80751328b,d70201000500000226fa00000000000000004a29ffffcee800001b7e05f0ff5100e6fdee
9979,7756,14353,18571,-1563,857,-1247,-12542,1578,4998,1315,-285,1854,702,1286,0,4474,19365,d70201000500000126fb00000000000000001e4c000038110000488bf9e50359fb2119db,d70201000500000226fb000000000000ffffcf020000062a000013860523fee3073e62fb
9980,-12548,16853,18793,1508,158,987,-574,12530,6630,-807,767,-950,323,6830,0,716,17468,d70201000500000126fc000000000000ffffcefc000041d50000496905e4009e03db578c,d70201000500000226fc000000000000fffffdc2000030f2000019e6fcd902fffc4a0c2d
9981,-11742,12620,932,1900,-121,1926,-16957,-11541,19595,1617,-1397,-697,789,7547,0,1938,30446,d70201000500000126fd000000000000ffffd2220000314c000003a4076cff870786c2f9,d70201000500000226fd000000000000ffffbdc3ffffd2eb00004c8b0651fa8bfd47e325
9982,13446,16812,-6055,-46,1267,979,-19083,-19344,-2701,1907,-1540,-958,122,14085,0,,48750,d70201000500000126fe00000000000000003486000041acffffe859ffd204f303d34622,d70201000500000226fe000000000000ffffb575ffffb470fffff5730773f9fcfc42c0b9
9983,269,17374,13775,-118,1908,1105,-14254,-10513,-17481,-890,955,-197,459,6105,0,,44334,d70201000500000126ff0000000000000000010d000043de000035cfff8a07740451658c,d70201000500000226ff000000000000ffffc852ffffd6efffffbbb7fc8603bbff3b165e
9984,-10330,7950,1560,376,1135,1250,4045,-14171,11443,1333,-888,-1128,280,7947,0,,28171,d7020100050000012700000000000000ffffd7a600001f0e000006180178046f04e2d9ea,d702010005000002270000000000000000000fcdffffc8a500002cb30535fc88fb98cffe
9985,18774,-16835,2532,308,-245,897,-8623,-15994,-10570,1543,-1702,-879,144,8066,0,1733,30042,d702010005000001270100000000000000004956ffffbe3d000009e40134ff0b03815a4f,d7020100050000022701000000000000ffffde51ffffc186ffffd6b60607f95afc91d149
9986,6225,9846,1552,1516,1924,1899,2916,4332,-14590,416,673,-750,529,14448,0,,17375,d702010005000001270200000000000000001851000026760000061005ec0784076bc327,d702010005000002270200000000000000000b64000010ecffffc70201a002a1fd12f978
9987,18516,-8330,17665,-859,1779,-1599,-17850,-17144,-19765,-798,1759,1104,783,8875,0,14119,36658,d702010005000001270300000000000000004854ffffdf7600004501fca506f3f9c15dee,d7020100050000022703000000000000ffffba46ffffbd08ffffb2cbfce206df04504599
9988,-8695,-19445,7003,1876,-138,-1952,-11286,13396,13999,1349,-899,-596,860,2323,0,5246,32557,d7020100050000012704000000000000ffffde09ffffb40b00001b5b0754ff76f860d13a,d7020100050000022704000000000000ffffd3ea00003454000036af0545fc7dfdac24d8
9989,-17060,-4567,7922,-1437,1159,418,-16035,7227,10499,-21,609,-1839,125,5395,0,1466,11440,d7020100050000012705000000000000ffffbd5cffffee2900001ef2fa63048701a20d76,d7020100050000022705000000000000ffffc15d00001c3b00002903ffeb0261f8d1373a
9990,9938,10452,5325,-1492,312,891,14420,-18440,3301,-370,882,1053,233,4291,0,7309,27801,d7020100050000012706000000000000000026d2000028d4000014cdfa2c0138037b59b7,d702010005000002270600000000000000003854ffffb7f800000ce5fe8e0372041d7c1b
9991,-16324,-4091,-16137,459,609,-1397,16711,-3402,14838,-87,1184,600,693,7972,0,,45290,d7020100050000012707000000000000ffffc03cfffff005ffffc0f701cb0261fa8b9a76,d702010005000002270700000000000000004147fffff2b6000039f6ffa904a00258239c
9992,-6490,7035,-1684,1095,-1249,-1365,644,4240,11752,1187,1964,1015,155,3496,0,,15467,d7020100050000012708000000000000ffffe6a600001b7bfffff96c0447fb1ffaab4635,d7020100050000022708000000000000000002840000109000002de804a307ac03f74854
9993,-6706,3381,176,-1978,-1066,221,12407,-1466,10310,-325,1614,1900,784,8573,0,,22169,d7020100050000012709000000000000ffffe5ce00000d35000000b0f846fbd600dddcde,d702010005000002270900000000000000003077fffffa4600002846febb064e076c4aeb
9994,-15424,-13685,15716,-1893,-1626,1945,-6054,15248,11240,927,-120,1591,313,7320,0,,30740,d702010005000001270a000000000000ffffc3c0ffffca8b00003d64f89bf9a60799b4eb,d702010005000002270a000000000000ffffe85a00003b9000002be8039fff8806370d60
9995,17344,-19729,-10248,-1555,874,-1384,1712,16909,-8986,1918,903,-1539,900,12714,0,4420,36771,d702010005000001270b000000000000000043c0ffffb2efffffd7f8f9ed036afa98168f,d702010005000002270b000000000000000006b00000420dffffdce6077e0387f9fdb58a
9996,-6468,8721,11985,664,-1720,-1222,1862,12949,-14940,990,-354,-1183,682,12821,0,,28499,d702010005000001270c000000000000ffffe6bc0000221100002ed10298f948fb3a88b2,d702010005000002270c0000000000000000074600003295ffffc5a403defe9efb61fedd
9997,7955,-19094,-17255,-918,640,-1509,-13018,12773,-10051,-1462,-1898,-1359,561,11374,0,10117,28555,d702010005000001270d00000000000000001f13ffffb56affffbc99fc6a0280fa1b98fe,d702010005000002270d000000000000ffffcd26000031e5ffffd8bdfa4af896fab155a6
9998,-13718,3352,-1368,-1942,729,-1419,8507,9543,-9245,-1060,1500,127,201,8265,0,,24378,d702010005000001270e000000000000ffffca6a00000d18fffffaa8f86a02d9fa756ad1,d702010005000002270e0000000000000000213b00002547ffffdbe3fbdc05dc007f6e47
9999,18057,-19493,889,-980,-712,1321,2986,-15268,10643,-499,-1935,-1320,403,6090,0,4387,13139,d702010005000001270f00000000000000004689ffffb3db00000379fc2cfd3805299e30,d702010005000002270f00000000000000000baaffffc45c00002993fe0df871fad8adb8
10000,-7455,14938,5628,1450,-1374,-510,8339,-3136,17104,109,1620,-383,992,2286,0,6850,14213,d7020100050000012710000000000000ffffe2e100003a5a000015fc05aafaa2fe02fc47,d702010005000002271000000000000000002093fffff3c0000042d0006d0654fe81e92e
10001,12117,-11911,-10117,-807,912,-400,6771,3892,-19090,906,-946,-1483,784,14985,0,3810,15782,d702010005000001271100000000000000002f55ffffd179ffffd87bfcd90390fe709c41,d702010005000002271100000000000000001a7300000f34ffffb56e038afc4efa35e8a8
10002,-12385,-5270,18726,-1155,-1629,1979,10136,-4714,4081,-553,-1249,-1220,251,1228,0,,26869,d7020100050000012712000000000000ffffcf9fffffeb6a00004926fb7df9a307bb0f85,d702010005000002271200000000000000002798ffffed9600000ff1fdd7fb1ffb3c0a3b
10003,-208,16997,17162,-1031,465,-637,7889,-7030,13376,-1444,1869,-1590,672,3481,0,10974,17026,d7020100050000012713000000000000ffffff30000042650000430afbf901d1fd83a6fe,d702010005000002271300000000000000001ed1ffffe48a00003440fa5c074df9ca5bcb
10004,6889,-8336,15438,-536,124,-1470,-11576,16513,5688,1394,-972,986,841,6530,0,7923,19122,d702010005000001271400000000000000001ae9ffffdf7000003c4efde8007cfa420ac7,d7020100050000022714000000000000ffffd2c800004081000016380572fc3403dae7ea
10005,-5178,2499,-2378,1933,1083,-1247,-8187,19479,14557,-1259,1669,-14,596,2909,0,,24169,d7020100050000012715000000000000ffffebc6000009c3fffff6b6078d043bfb21baa3,d7020100050000022715000000000000ffffe00500004c17000038ddfb150685fff2f6e3
10006,11437,-5615,5307,-1225,-344,-519,16217,7239,401,1520,1730,-785,815,2382,0,,14565,d702010005000001271600000000000000002cadffffea11000014bbfb37fea8fdf91315,d702010005000002271600000000000000003f5900001c470000019105f006c2fcef17b5
10007,7349,-17166,8706,-1320,1439,35,13939,4637,-9730,-1333,1977,1844,258,10488,0,6094,26952,d702010005000001271700000000000000001cb5ffffbcf200002202fad8059f00236e96,d7020100050000022717000000000000000036730000121dffffd9fefacb07b90734b050
10008,7038,2434,12410,-484,146,-1156,-9241,16119,-306,386,-958,-1761,325,10416,0,9214,20375,d702010005000001271800000000000000001b7e000009820000307afe1c0092fb7c1541,d7020100050000022718000000000000ffffdbe700003ef7fffffece0182fc42f91f6e05
10009,-7431,-1808,536,-1396,131,-1238,-7449,-18667,10063,-114,1182,102,536,14443,0,1095,19223,d7020100050000012719000000000000ffffe2f9fffff8f000000218fa8c0083fb2a8ada,d7020100050000022719000000000000ffffe2e7ffffb7150000274fff8e049e0066604b
10010,-8679,9053,16784,271,599,-1513,16354,-15959,-14494,971,-123,1969,977,13782,0,5582,42675,d702010005000001271a000000000000ffffde190000235d00004190010f0257fa17b4e2,d702010005000002271a00000000000000003fe2ffffc1a9ffffc76203cbff8507b1e7a9
10011,3017,-19172,-10656,986,-1347,439,961,-11913,8331,-1750,178,-1083,599,13930,0,1006,20128,d702010005000001271b00000000000000000bc9ffffb51cffffd66003dafabd01b7f926,d702010005000002271b000000000000000003c1ffffd1770000208bf92a00b2fbc554f0
10012,-983,14128,-13162,-1715,202,-1693,-2592,-1083,-17290,1090,553,-85,658,5061,0,1559,15009,d702010005000001271c000000000000fffffc2900003730ffffcc96f94d00caf9638d9f,d702010005000002271c000000000000fffff5e0fffffbc5ffffbc7604420229ffab7bf5
10013,15240,19470,18244,-1706,1685,-276,-6272,-2612,11991,1761,-597,-978,676,11078,0,1117,31102,d702010005000001271d00000000000000003b8800004c0e00004744f9560695feec9faf,d702010005000002271d000000000000ffffe780fffff5cc00002ed706e1fdabfc2e96bb
10014,1670,-9779,13257,-1638,-353,-452,-8748,-3824,3380,-215,-1792,-446,909,4856,0,5726,10356,d702010005000001271e00000000000000000686ffffd9cd000033c9f99afe9ffe3c23bc,d702010005000002271e000000000000ffffddd4fffff11000000d34ff29f900fe422298
10015,-17939,1851,-14573,-472,-1974,-995,11961,-831,17342,-437,-1684,-1219,165,11053,0,50776,39628,d702010005000001271f000000000000ffffb9ed0000073bffffc713fe28f84afc1d36f3,d702010005000002271f00000000000000002eb9fffffcc1000043befe4bf96cfb3d6d97
10016,-7775,618,-15369,-62,566,491,-10732,-16572,-7450,-1629,-225,-1703,755,13453,0,,19155,d7020100050000012720000000000000ffffe1a10000026affffc3f7ffc2023601eb6ea8,d7020100050000022720000000000000ffffd614ffffbf44ffffe2e6f9a3ff1ff95976d3
10017,-14027,4880,-19911,130,-300,-266,7791,-13577,10180,701,833,940,923,8669,0,,41498,d7020100050000012721000000000000ffffc93500001310ffffb2390082fed4fef658f5,d702010005000002272100000000000000001e6fffffcaf7000027c402bd034103acb9ce
10018,-16434,9285,-3230,-1601,1887,-1787,-10117,-3254,2159,-1428,-1150,-1881,160,7230,0,,15039,d7020100050000012722000000000000ffffbfce00002445fffff362f9bf075ff9051a17,d7020100050000022722000000000000ffffd87bfffff34a0000086ffa6cfb82f8a7899d
10019,1665,-3636,-2243,-274,525,-1607,4484,17755,19475,-553,113,-1196,433,14214,0,1617,30595,d702010005000001272300000000000000000681fffff1ccfffff73dfeee020df9b95d87,d7020100050000022723000000000000000011840000455b00004c13fdd70071fb540e14
10020,18899,13928,-14925,460,413,-999,17557,-8308,-2271,1200,486,42,255,5034,0,,25619,d7020100050000012724000000000000000049d300003668ffffc5b301cc019dfc190cec,d702010005000002272400000000000000004495ffffdf8cfffff72104b001e6002af031
10021,-19058,3588,1663,-893,502,-1754,17565,10423,-8227,-478,782,-1891,510,7393,0,,38545,d7020100050000012725000000000000ffffb58e00000e040000067ffc8301f6f926ab8b,d70201000500000227250000000000000000449d000028b7ffffdfddfe22030ef89dfc99
10022,-1980,16712,-8738,-1059,1513,659,12629,10111,-4191,36,1639,948,704,7138,0,,16663,d7020100050000012726000000000000fffff84400004148ffffdddefbdd05e902934e14,d7020100050000022726000000000000000031550000277fffffefa10024066703b4594a
10023,9374,-14057,18114,-344,1023,-1458,2401,7592,-15091,-161,1356,-99,251,9760,0,19682,29128,d70201000500000127270000000000000000249effffc917000046c2fea803fffa4e193b,d70201000500000227270000000000000000096100001da8ffffc50dff5f054cff9d03be
10024,9933,-1614,-17309,-1253,-968,245,-17262,5660,18039,-88,79,-1648,919,7727,0,15071,25900,d7020100050000012728000000000000000026cdfffff9b2ffffbc63fb1bfc3800f52920,d7020100050000022728000000000000ffffbc920000161c00004677ffa8004ff990d400
10025,-10571,-4274,-11231,1373,-1739,560,18549,3651,9144,-1502,105,1944,406,8750,0,3012,34680,d7020100050000012729000000000000ffffd6b5ffffef4effffd421055df93502301935,d70201000500000227290000000000000000487500000e43000023b8fa22006907980314
10026,-3086,-18077,15828,1875,-886,-1196,393,1539,-10693,1211,1613,-1648,814,10578,0,,33170,d702010005000001272a000000000000fffff3f2ffffb96300003dd40753fc8afb54ba6f,d702010005000002272a0000000000000000018900000603ffffd63b04bb064df990728f
10027,-4352,-2007,-6659,626,936,1037,402,-18532,-4458,731,20,251,402,11303,0,,17335,d702010005000001272b000000000000ffffef00fffff829ffffe5fd027203a8040d33f9,d702010005000002272b00000000000000000192ffffb79cffffee9602db001400fbc357
10028,932,-6502,16453,-644,-428,1725,-16209,2321,4395,-365,-1657,-1647,195,5736,0,,22738,d702010005000001272c000000000000000003a4ffffe69a00004045fd7cfe5406bdb2e1,d702010005000002272c000000000000ffffc0af000009110000112bfe93f987f991864a
10029,-785,-16133,5984,-1438,208,-1662,16189,-189,1813,-26,-1082,1409,319,3370,0,719,23515,d702010005000001272d000000000000fffffcefffffc0fb00001760fa6200d0f98291e2,d702010005000002272d00000000000000003f3dffffff4300000715ffe6fbc605815a34
10030,7474,-5896,-8886,1116,-1425,260,18600,18394,10396,-610,1668,1001,397,12880,0,,32948,d702010005000001272e00000000000000001d32ffffe8f8ffffdd4a045cfa6f0104256f,d702010005000002272e000000000000000048a8000047da0000289cfd9e068403e9f92e
10031,-14082,-17736,-888,-103,1457,853,15714,4768,-860,311,-458,-1519,829,1638,0,3257,35969,d702010005000001272f000000000000ffffc8feffffbab8fffffc88ff9905b10355b12a,d702010005000002272f00000000000000003d62000012a0fffffca40137fe36fa11734a
